date,category_click,헤드앤숄더샴푸,헤드앤숄더차콜,헤드앤숄더,헤드앤숄더프로페셔널,헤드앤숄더클리니컬스트렝스,비듬샴푸,지루성두피샴푸,안티트로샴푸,지성두피샴푸,비듬,팬틴,헤드앤숄더_경쟁,닥터그루트,케라시스,두피케어카테고리
2025-01-31,72.19354838709677,56.774193548387096,0.0,16.096774193548388,2.225806451612903,8.67741935483871,38.54838709677419,12.064516129032258,1.4838709677419355,11.32258064516129,0.22580645161290322,3.25887,37.68778,20.35458,8.7002,45.02191
2025-02-28,78.85714285714286,56.5,0.0,16.357142857142858,3.1785714285714284,9.785714285714286,62.142857142857146,13.928571428571429,1.4642857142857142,11.785714285714286,0.35714285714285715,3.45169,39.88793,19.31753,9.12299,38.54794
2025-03-31,67.3225806451613,54.32258064516129,0.0,15.0,3.4193548387096775,7.645161290322581,42.064516129032256,10.516129032258064,18.129032258064516,8.612903225806452,0.45161290322580644,3.03952,42.75056,15.53858,8.91115,40.24615
2025-04-30,68.13333333333334,41.43333333333333,0.0,11.333333333333334,2.6666666666666665,7.966666666666667,30.333333333333332,10.333333333333334,19.4,8.0,0.06666666666666667,2.68175,35.58625,14.75183,8.22612,39.86007
2025-05-31,63.193548387096776,39.45161290322581,0.0,10.709677419354838,3.5806451612903225,8.741935483870968,29.096774193548388,8.258064516129032,37.96774193548387,7.645161290322581,0.2903225806451613,2.65477,36.47693,18.4472,8.07886,38.15258
2025-06-30,58.666666666666664,34.733333333333334,0.0,9.8,2.8666666666666667,5.5,21.633333333333333,4.433333333333334,35.666666666666664,6.1,0.13333333333333333,2.79407,33.20169,14.73193,7.81882,34.76678
2025-07-31,60.61290322580645,31.419354838709676,0.0,8.451612903225806,2.5483870967741935,5.419354838709677,18.129032258064516,5.580645161290323,26.451612903225808,9.258064516129032,0.03225806451612903,3.87447,30.28599,13.79924,7.96476,38.45419
2025-08-31,47.16129032258065,24.677419354838708,0.0,6.516129032258065,1.7419354838709677,0.0,13.129032258064516,5.32258064516129,22.64516129032258,4.032258064516129,0.0,3.34068,30.37754,15.26837,8.65112,42.58958
2025-09-30,42.06666666666667,25.033333333333335,0.0,5.166666666666667,1.2666666666666666,0.0,11.233333333333333,3.8333333333333335,35.0,3.6333333333333333,0.0,2.98733,27.90054,12.75423,7.86879,38.43694
2025-10-31,35.25806451612903,21.838709677419356,0.06451612903225806,4.612903225806452,1.3870967741935485,0.0,13.387096774193548,2.7096774193548385,32.064516129032256,3.838709677419355,0.0,2.7012,28.97165,10.81765,6.96264,36.09616
2025-11-30,31.933333333333334,20.933333333333334,0.23333333333333334,4.066666666666666,1.5333333333333334,0.0,18.233333333333334,2.933333333333333,36.3,3.2333333333333334,0.23333333333333334,2.52519,30.98429,10.90256,6.47971,33.87566
2025-12-31,33.193548387096776,24.741935483870968,0.41935483870967744,4.064516129032258,1.6774193548387097,0.0,21.64516129032258,3.193548387096774,29.838709677419356,3.3225806451612905,0.16129032258064516,3.0917,33.91148,10.0287,6.97723,33.99551
2026-01-31,83.0,72.12903225806451,1.3870967741935485,13.612903225806452,4.870967741935484,0.0,38.16129032258065,7.870967741935484,70.0,7.32258064516129,0.4838709677419355,3.16821,37.66921,10.77078,8.79042,35.38282
2026-02-28,78.32142857142857,61.142857142857146,0.5357142857142857,10.392857142857142,3.0357142857142856,0.07142857142857142,34.82142857142857,5.857142857142857,81.82142857142857,6.071428571428571,0.4642857142857143,3.02714,32.41892,10.05877,7.37746,30.31385
2026-03-31,76.12903225806451,64.96774193548387,0.5806451612903226,11.0,3.6129032258064515,0.03225806451612903,28.903225806451612,6.580645161290323,75.54838709677419,6.645161290322581,0.3548387096774194,3.38491,36.65161,10.23301,7.68261,32.01516
2026-04-30,86.0,55.0,1.0,14.0,2.0,0.0,28.0,3.0,73.0,5.0,0.0,,,,,
